               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.046156,            0.060626,                   0,             0.73542,             0.74378,             0.72902,             0.21571,            0.045432,            0.061424,                   0,            0.006139,            0.006139,            0.006139
                  80,            0.044128,            0.060616,                   0,             0.70925,             0.76682,             0.73759,             0.21164,              0.0455,            0.061327,                   0,           0.0060895,           0.0060895,           0.0060895
                  81,            0.044996,            0.063045,                   0,             0.72635,             0.76313,             0.74057,             0.22142,            0.045684,            0.061701,                   0,             0.00604,             0.00604,             0.00604
                  82,            0.046827,             0.06195,                   0,             0.73888,             0.77195,             0.73816,             0.21614,            0.045824,            0.061608,                   0,           0.0059905,           0.0059905,           0.0059905
                  83,            0.046529,            0.061045,                   0,             0.71539,             0.73364,              0.7147,             0.20269,            0.047333,            0.061734,                   0,            0.005941,            0.005941,            0.005941
                  84,            0.045015,            0.061229,                   0,             0.71682,             0.73733,             0.72122,             0.20943,            0.046519,            0.061677,                   0,           0.0058915,           0.0058915,           0.0058915
                  85,            0.045479,            0.061579,                   0,             0.72506,             0.75945,             0.74284,             0.22069,            0.047007,            0.062278,                   0,            0.005842,            0.005842,            0.005842
                  86,            0.045448,            0.062068,                   0,             0.70392,             0.73188,             0.71827,             0.21223,             0.04636,            0.061579,                   0,           0.0057925,           0.0057925,           0.0057925
                  87,             0.04607,            0.062178,                   0,             0.69353,             0.78005,             0.73812,             0.21735,            0.045061,            0.062334,                   0,            0.005743,            0.005743,            0.005743
                  88,            0.046186,            0.062297,                   0,             0.72348,             0.76202,             0.74603,             0.22021,            0.045602,            0.061271,                   0,           0.0056935,           0.0056935,           0.0056935
                  89,            0.044987,            0.060889,                   0,             0.74343,             0.75844,             0.73524,             0.22252,            0.044857,            0.061238,                   0,            0.005644,            0.005644,            0.005644
                  90,            0.044327,            0.060653,                   0,             0.72727,              0.7619,             0.72363,             0.21324,            0.046122,            0.061821,                   0,           0.0055945,           0.0055945,           0.0055945
                  91,             0.04445,            0.062109,                   0,             0.73329,             0.76774,             0.73945,             0.22087,            0.045639,            0.061422,                   0,            0.005545,            0.005545,            0.005545
                  92,            0.044848,            0.065363,                   0,              0.7057,             0.75805,             0.71803,             0.21684,            0.046544,            0.061593,                   0,           0.0054955,           0.0054955,           0.0054955
                  93,            0.044244,            0.061342,                   0,             0.72396,             0.77833,             0.72675,             0.21612,            0.046471,            0.061751,                   0,            0.005446,            0.005446,            0.005446
                  94,            0.047028,            0.062124,                   0,             0.73416,             0.76682,             0.72988,             0.21586,            0.045832,            0.061997,                   0,           0.0053965,           0.0053965,           0.0053965
                  95,            0.043037,            0.061747,                   0,             0.74856,             0.74907,             0.73636,             0.21876,            0.045165,            0.062161,                   0,            0.005347,            0.005347,            0.005347
                  96,            0.045578,            0.061792,                   0,             0.71884,             0.75207,             0.73323,             0.21749,            0.045101,            0.062377,                   0,           0.0052975,           0.0052975,           0.0052975
                  97,            0.044463,            0.060116,                   0,             0.74985,             0.76527,             0.74359,             0.22116,            0.044955,            0.061699,                   0,            0.005248,            0.005248,            0.005248
                  98,            0.043895,            0.061773,                   0,             0.70695,              0.7659,             0.72571,             0.21523,            0.045011,             0.06226,                   0,           0.0051985,           0.0051985,           0.0051985
                  99,             0.04674,            0.059949,                   0,             0.74081,             0.75078,              0.7467,             0.22258,            0.044998,            0.062056,                   0,            0.005149,            0.005149,            0.005149
                 100,            0.046495,            0.061721,                   0,             0.68191,             0.75082,             0.70977,             0.20899,            0.046259,            0.062224,                   0,           0.0050995,           0.0050995,           0.0050995
                 101,             0.04655,            0.060713,                   0,             0.71473,             0.75741,             0.72276,             0.21319,            0.045659,            0.062206,                   0,             0.00505,             0.00505,             0.00505
                 102,            0.045363,            0.059858,                   0,             0.73911,             0.77549,              0.7387,             0.21489,            0.044697,            0.062751,                   0,           0.0050005,           0.0050005,           0.0050005
                 103,            0.043854,            0.061262,                   0,             0.71654,             0.76651,             0.73327,             0.22096,            0.045862,            0.061932,                   0,            0.004951,            0.004951,            0.004951
                 104,            0.043853,            0.059949,                   0,             0.71739,             0.72627,             0.69631,             0.21017,            0.045019,            0.062723,                   0,           0.0049015,           0.0049015,           0.0049015
                 105,            0.043054,            0.059025,                   0,              0.7304,             0.76498,             0.73286,             0.21862,            0.044463,            0.062268,                   0,            0.004852,            0.004852,            0.004852
                 106,              0.0435,            0.058671,                   0,             0.69958,             0.76193,             0.70197,             0.20886,            0.044276,            0.062215,                   0,           0.0048025,           0.0048025,           0.0048025
                 107,            0.044914,            0.059685,                   0,             0.71479,               0.753,             0.72185,             0.21648,            0.045992,            0.061819,                   0,            0.004753,            0.004753,            0.004753
                 108,            0.044093,             0.06146,                   0,             0.72672,             0.74931,             0.73081,             0.21235,            0.044235,            0.061651,                   0,           0.0047035,           0.0047035,           0.0047035
                 109,            0.043371,            0.060892,                   0,             0.73989,              0.7498,             0.73186,             0.22204,            0.044187,            0.061361,                   0,            0.004654,            0.004654,            0.004654
                 110,            0.042267,            0.062739,                   0,             0.72218,             0.76037,             0.72544,             0.21645,            0.044862,            0.061634,                   0,           0.0046045,           0.0046045,           0.0046045
                 111,            0.042823,            0.059176,                   0,              0.7124,             0.75668,              0.7187,             0.21098,             0.04626,            0.062409,                   0,            0.004555,            0.004555,            0.004555
                 112,            0.044555,            0.060235,                   0,             0.71733,             0.77972,             0.73351,             0.21469,             0.04576,            0.062198,                   0,           0.0045055,           0.0045055,           0.0045055
                 113,            0.044455,            0.059952,                   0,             0.65161,             0.75392,             0.70235,             0.19689,            0.046807,             0.06317,                   0,            0.004456,            0.004456,            0.004456
