               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 165,            0.031589,             0.02493,                   0,             0.62822,             0.63636,              0.6282,             0.29122,            0.039107,            0.025034,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.031491,            0.026893,                   0,               0.667,             0.64773,             0.69669,             0.28326,             0.04147,            0.025108,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.031376,            0.025924,                   0,             0.66471,             0.64773,             0.68841,             0.29306,            0.041671,             0.02497,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.029428,            0.024742,                   0,             0.63863,             0.63636,               0.662,             0.30452,             0.04129,            0.024685,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.033306,            0.027737,                   0,             0.65886,             0.67045,             0.69128,             0.30731,             0.04213,            0.024439,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.029463,            0.025812,                   0,             0.61776,             0.65909,             0.68861,             0.32822,            0.041918,            0.024379,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.031802,            0.027213,                   0,             0.60622,             0.69318,             0.68634,             0.32398,            0.042719,            0.024479,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.033356,            0.025735,                   0,             0.61526,             0.68182,              0.6774,             0.32241,            0.041243,            0.024602,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.032179,            0.024897,                   0,             0.64051,             0.66817,             0.67988,             0.31212,            0.041868,             0.02465,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.031336,             0.02796,                   0,             0.61857,             0.64503,             0.64348,             0.30571,            0.041232,            0.024864,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.031069,            0.026587,                   0,             0.60491,             0.64377,             0.63275,             0.29759,            0.040026,            0.025147,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.030264,            0.025085,                   0,             0.60887,             0.64773,              0.6352,             0.29662,            0.040099,            0.025226,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.032119,            0.026375,                   0,             0.61105,             0.64773,             0.62915,             0.29747,            0.039798,            0.025484,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.030723,            0.023277,                   0,             0.59689,             0.63636,             0.63165,             0.30025,            0.039386,            0.025544,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.030649,            0.025605,                   0,              0.6236,             0.64773,             0.63103,             0.29622,            0.039424,            0.025612,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.029969,            0.027801,                   0,             0.61511,             0.65909,             0.62515,             0.30192,            0.039836,             0.02565,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.029175,            0.026218,                   0,             0.62605,             0.64773,             0.62733,             0.29996,            0.039737,            0.025784,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.031269,            0.027932,                   0,             0.62739,               0.625,              0.6295,             0.30602,            0.038759,            0.025746,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.030028,            0.024948,                   0,             0.65149,             0.65909,             0.65061,             0.31877,            0.037772,             0.02565,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.031764,            0.025616,                   0,             0.65425,             0.67045,              0.6504,             0.31884,            0.037934,            0.025666,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.031481,            0.028086,                   0,             0.66659,             0.68182,             0.67972,             0.32302,            0.038045,            0.025556,                   0,            0.000892,            0.000892,            0.000892
                 186,             0.02981,            0.029006,                   0,             0.66367,             0.70455,             0.67852,              0.3274,            0.038783,             0.02554,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.030257,            0.025257,                   0,             0.67976,             0.67542,              0.6721,             0.32779,            0.038351,            0.025557,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.029128,            0.023002,                   0,             0.67528,             0.67045,             0.67834,             0.33344,             0.03794,            0.025587,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,             0.03098,             0.02846,                   0,             0.64435,             0.68182,             0.66246,             0.33146,            0.038454,            0.025623,                   0,            0.000694,            0.000694,            0.000694
                 190,             0.02909,            0.025384,                   0,             0.63596,             0.69318,              0.6569,             0.32797,            0.038867,            0.025784,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.031824,            0.027713,                   0,             0.62295,             0.71591,             0.65446,             0.32943,             0.03883,            0.025726,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.030586,            0.025992,                   0,             0.61746,             0.71534,              0.6533,             0.33156,            0.038615,            0.025734,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.029647,            0.027096,                   0,             0.63389,             0.65909,             0.64768,             0.32205,            0.038706,            0.025625,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.028094,            0.025032,                   0,             0.63625,             0.67045,             0.66138,             0.32737,            0.038637,            0.025713,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.030952,            0.025167,                   0,             0.57488,             0.68182,             0.64042,             0.32004,            0.038592,            0.025902,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.031332,            0.026288,                   0,             0.58409,             0.68182,             0.63824,             0.31925,            0.038789,            0.025936,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.029527,            0.024628,                   0,             0.59225,             0.68182,             0.63458,              0.3131,            0.038958,            0.025871,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.030463,            0.024762,                   0,             0.58393,             0.68182,             0.62992,             0.31229,            0.038945,            0.025918,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.029631,            0.026011,                   0,             0.58836,             0.65909,             0.62617,             0.31082,            0.038803,            0.025963,                   0,            0.000199,            0.000199,            0.000199
